timingsFajr,timingsSunrise,timingsDhuhr,timingsAsr,timingsSunset,timingsMaghrib,timingsIsha,timingsImsak,timingsMidnight,datereadable,datetimestamp,dategregoriandate,dategregorianformat,dategregorianday,dategregorianweekdayen,dategregorianmonthnumber,dategregorianmonthen,dategregorianyear,dategregoriandesignationabbreviated,dategregoriandesignationexpanded,datehijridate,datehijriformat,datehijriday,datehijriweekdayen,datehijriweekdayar,datehijrimonthnumber,datehijrimonthen,datehijrimonthar,datehijriyear,datehijridesignationabbreviated,datehijridesignationexpanded,metalatitude,metalongitude,metatimezone,metamethodname,metamethodparamsFajr,metamethodparamsIsha,metamethodparamsMaghrib,metalatitudeAdjustmentMethod,metamidnightMode,metaschool,metaoffsetImsak,metaoffsetFajr,metaoffsetSunrise,metaoffsetDhuhr,metaoffsetAsr,metaoffsetMaghrib,metaoffsetSunset,metaoffsetIsha,metaoffsetMidnight
06:00 (GMT),07:17 (GMT),11:54 (GMT),14:32 (GMT),16:20 (GMT),16:21 (GMT),17:24 (GMT),05:50 (GMT),23:49 (GMT),11-Nov-21,1636621261,11/11/2021,DD-MM-YYYY,11,Thursday,11,November,2021,AD,Anno Domini,05-04-1443,DD-MM-YYYY,5,Al Khamees,الخميس,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:01 (GMT),07:19 (GMT),11:54 (GMT),14:31 (GMT),16:19 (GMT),16:20 (GMT),17:23 (GMT),05:51 (GMT),23:49 (GMT),12-Nov-21,1636707661,12/11/2021,DD-MM-YYYY,12,Friday,11,November,2021,AD,Anno Domini,06-04-1443,DD-MM-YYYY,6,Al Juma'a,الجمعة,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:03 (GMT),07:21 (GMT),11:54 (GMT),14:30 (GMT),16:17 (GMT),16:18 (GMT),17:22 (GMT),05:53 (GMT),23:49 (GMT),13-Nov-21,1636794061,13/11/2021,DD-MM-YYYY,13,Saturday,11,November,2021,AD,Anno Domini,07-04-1443,DD-MM-YYYY,7,Al Sabt,السبت,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:04 (GMT),07:22 (GMT),11:54 (GMT),14:28 (GMT),16:16 (GMT),16:17 (GMT),17:20 (GMT),05:54 (GMT),23:49 (GMT),14-Nov-21,1636880461,14/11/2021,DD-MM-YYYY,14,Sunday,11,November,2021,AD,Anno Domini,08-04-1443,DD-MM-YYYY,8,Al Ahad,الاحد,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:06 (GMT),07:24 (GMT),11:55 (GMT),14:27 (GMT),16:14 (GMT),16:16 (GMT),17:19 (GMT),05:56 (GMT),23:49 (GMT),15-Nov-21,1636966861,15/11/2021,DD-MM-YYYY,15,Monday,11,November,2021,AD,Anno Domini,09-04-1443,DD-MM-YYYY,9,Al Athnayn,الاثنين,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:07 (GMT),07:26 (GMT),11:55 (GMT),14:26 (GMT),16:13 (GMT),16:14 (GMT),17:18 (GMT),05:57 (GMT),23:49 (GMT),16-Nov-21,1637053261,16/11/2021,DD-MM-YYYY,16,Tuesday,11,November,2021,AD,Anno Domini,10-04-1443,DD-MM-YYYY,10,Al Thalaata,الثلاثاء,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:09 (GMT),07:28 (GMT),11:55 (GMT),14:25 (GMT),16:12 (GMT),16:13 (GMT),17:17 (GMT),05:59 (GMT),23:50 (GMT),17-Nov-21,1637139661,17/11/2021,DD-MM-YYYY,17,Wednesday,11,November,2021,AD,Anno Domini,11-04-1443,DD-MM-YYYY,11,Al Arba'a,الاربعاء,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:10 (GMT),07:29 (GMT),11:55 (GMT),14:23 (GMT),16:11 (GMT),16:12 (GMT),17:16 (GMT),06:00 (GMT),23:50 (GMT),18-Nov-21,1637226061,18/11/2021,DD-MM-YYYY,18,Thursday,11,November,2021,AD,Anno Domini,12-04-1443,DD-MM-YYYY,12,Al Khamees,الخميس,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:12 (GMT),07:31 (GMT),11:55 (GMT),14:22 (GMT),16:09 (GMT),16:11 (GMT),17:15 (GMT),06:02 (GMT),23:50 (GMT),19-Nov-21,1637312461,19/11/2021,DD-MM-YYYY,19,Friday,11,November,2021,AD,Anno Domini,13-04-1443,DD-MM-YYYY,13,Al Juma'a,الجمعة,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:13 (GMT),07:33 (GMT),11:56 (GMT),14:21 (GMT),16:08 (GMT),16:09 (GMT),17:14 (GMT),06:03 (GMT),23:50 (GMT),20-Nov-21,1637398861,20/11/2021,DD-MM-YYYY,20,Saturday,11,November,2021,AD,Anno Domini,14-04-1443,DD-MM-YYYY,14,Al Sabt,السبت,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:15 (GMT),07:34 (GMT),11:56 (GMT),14:20 (GMT),16:07 (GMT),16:08 (GMT),17:13 (GMT),06:05 (GMT),23:51 (GMT),21-Nov-21,1637485261,21/11/2021,DD-MM-YYYY,21,Sunday,11,November,2021,AD,Anno Domini,15-04-1443,DD-MM-YYYY,15,Al Ahad,الاحد,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:16 (GMT),07:36 (GMT),11:56 (GMT),14:19 (GMT),16:06 (GMT),16:07 (GMT),17:12 (GMT),06:06 (GMT),23:51 (GMT),22-Nov-21,1637571661,22/11/2021,DD-MM-YYYY,22,Monday,11,November,2021,AD,Anno Domini,16-04-1443,DD-MM-YYYY,16,Al Athnayn,الاثنين,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:17 (GMT),07:37 (GMT),11:56 (GMT),14:18 (GMT),16:05 (GMT),16:06 (GMT),17:11 (GMT),06:07 (GMT),23:51 (GMT),23-Nov-21,1637658061,23/11/2021,DD-MM-YYYY,23,Tuesday,11,November,2021,AD,Anno Domini,17-04-1443,DD-MM-YYYY,17,Al Thalaata,الثلاثاء,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:19 (GMT),07:39 (GMT),11:57 (GMT),14:17 (GMT),16:04 (GMT),16:05 (GMT),17:11 (GMT),06:09 (GMT),23:51 (GMT),24-Nov-21,1637744461,24/11/2021,DD-MM-YYYY,24,Wednesday,11,November,2021,AD,Anno Domini,18-04-1443,DD-MM-YYYY,18,Al Arba'a,الاربعاء,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:20 (GMT),07:41 (GMT),11:57 (GMT),14:16 (GMT),16:03 (GMT),16:04 (GMT),17:10 (GMT),06:10 (GMT),23:52 (GMT),25-Nov-21,1637830861,25/11/2021,DD-MM-YYYY,25,Thursday,11,November,2021,AD,Anno Domini,19-04-1443,DD-MM-YYYY,19,Al Khamees,الخميس,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:21 (GMT),07:42 (GMT),11:57 (GMT),14:15 (GMT),16:02 (GMT),16:03 (GMT),17:09 (GMT),06:11 (GMT),23:52 (GMT),26-Nov-21,1637917261,26/11/2021,DD-MM-YYYY,26,Friday,11,November,2021,AD,Anno Domini,20-04-1443,DD-MM-YYYY,20,Al Juma'a,الجمعة,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:23 (GMT),07:44 (GMT),11:58 (GMT),14:14 (GMT),16:01 (GMT),16:02 (GMT),17:08 (GMT),06:13 (GMT),23:52 (GMT),27-Nov-21,1638003661,27/11/2021,DD-MM-YYYY,27,Saturday,11,November,2021,AD,Anno Domini,21-04-1443,DD-MM-YYYY,21,Al Sabt,السبت,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:24 (GMT),07:45 (GMT),11:58 (GMT),14:14 (GMT),16:00 (GMT),16:02 (GMT),17:08 (GMT),06:14 (GMT),23:53 (GMT),28-Nov-21,1638090061,28/11/2021,DD-MM-YYYY,28,Sunday,11,November,2021,AD,Anno Domini,22-04-1443,DD-MM-YYYY,22,Al Ahad,الاحد,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:25 (GMT),07:47 (GMT),11:58 (GMT),14:13 (GMT),16:00 (GMT),16:01 (GMT),17:07 (GMT),06:15 (GMT),23:53 (GMT),29-Nov-21,1638176461,29/11/2021,DD-MM-YYYY,29,Monday,11,November,2021,AD,Anno Domini,23-04-1443,DD-MM-YYYY,23,Al Athnayn,الاثنين,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
06:26 (GMT),07:48 (GMT),11:59 (GMT),14:12 (GMT),15:59 (GMT),16:00 (GMT),17:07 (GMT),06:16 (GMT),23:53 (GMT),30-Nov-21,1638262861,30/11/2021,DD-MM-YYYY,30,Tuesday,11,November,2021,AD,Anno Domini,24-04-1443,DD-MM-YYYY,24,Al Thalaata,الثلاثاء,4,Rabīʿ al-thānī,رَبيع الثاني,1443,AH,Anno Hegirae,517520209,-12577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
